OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice
ORD200054,2025-03-27,C48120,Chair,1.0,280.25,Unknown,,Pending,TRK11014449,5,WINTER15,Email,280.25
ORD200055,2025-06-24,C95984,Printer,3.0,344.4,Unknown,,Cancelled,TRK67434829,3,NO_COUPON,Facebook,1033.2
ORD200056,2023-05-21,C54298,Tablet,3.0,479.21,Unknown,,Cancelled,TRK62902341,5,WINTER15,Referral,1437.63
ORD200057,2023-01-22,C88036,Printer,5.0,314.27,Unknown,,Returned,TRK52470128,6,SAVE10,Instagram,1571.35
ORD200058,2023-01-15,C60190,Phone,4.0,474.69,Unknown,,Cancelled,TRK70857868,6,SAVE10,Google,1898.76
ORD200059,2024-09-11,C97603,Chair,4.0,593.27,Unknown,,Shipped,TRK47055028,5,NO_COUPON,Facebook,2373.08
ORD200060,2024-08-21,C39256,Desk,1.0,417.1,Unknown,,Returned,TRK23412025,3,FREESHIP,Referral,417.1
ORD200061,2024-03-24,C61618,Desk,4.0,122.2,Unknown,,Delivered,TRK43458485,7,FREESHIP,Facebook,488.8
ORD200062,2023-08-22,C36497,Desk,2.0,43.15,Unknown,,Pending,TRK12102911,3,WINTER15,Email,86.3
ORD200063,2025-02-02,C96695,Chair,1.0,564.86,Unknown,,Shipped,TRK64283851,6,WINTER15,Referral,564.86
ORD200064,2025-06-25,C49720,Printer,3.0,130.61,Unknown,,Cancelled,TRK55785217,4,FREESHIP,Facebook,391.83
ORD200065,2023-12-30,C97735,Monitor,5.0,81.7,Unknown,,Delivered,TRK13743703,6,NO_COUPON,Instagram,408.5
ORD200066,2024-11-15,C18104,Chair,5.0,127.18,Unknown,,Cancelled,TRK15488568,9,SAVE10,Referral,635.9
ORD200067,2024-12-09,C25587,Printer,4.0,12.1,Unknown,,Cancelled,TRK55105323,8,NO_COUPON,Google,48.4
ORD200068,2023-12-11,C41598,Chair,3.0,490.92,Unknown,,Pending,TRK81665940,5,FREESHIP,Email,1472.76
ORD200069,2023-05-11,C43338,Monitor,3.0,478.65,Unknown,,Shipped,TRK35241775,4,NO_COUPON,Referral,1435.95
ORD200070,2023-05-26,C25123,Desk,1.0,629.21,Unknown,,Pending,TRK27812282,2,FREESHIP,Instagram,629.21
ORD200071,2025-06-10,C37454,Monitor,3.0,434.45,Unknown,,Pending,TRK28252730,4,NO_COUPON,Referral,1303.35
ORD200072,2024-12-22,C19451,Tablet,4.0,589.44,Unknown,,Returned,TRK87787793,5,NO_COUPON,Facebook,2357.76
ORD200073,2023-05-03,C17269,Monitor,4.0,433.45,Unknown,,Cancelled,TRK79608389,4,NO_COUPON,Facebook,1733.8
ORD200074,2023-06-24,C25382,Phone,5.0,90.87,Unknown,,Pending,TRK64691287,5,NO_COUPON,Instagram,454.35
ORD200075,2023-09-26,C80651,Tablet,3.0,398.17,Unknown,,Delivered,TRK14846720,5,SAVE10,Email,1194.51
ORD200076,2024-03-31,C58638,Laptop,4.0,382.88,Unknown,,Cancelled,TRK38224871,6,WINTER15,Email,1531.52
ORD200077,2024-05-24,C50121,Phone,1.0,583.18,Unknown,,Returned,TRK79810059,5,NO_COUPON,Google,583.18
ORD200078,2024-08-06,C32029,Printer,4.0,175.36,Unknown,,Delivered,TRK68535532,4,FREESHIP,Instagram,701.44
ORD200079,2025-03-10,C76700,Tablet,2.0,311.91,Unknown,,Shipped,TRK13036341,2,NO_COUPON,Facebook,623.82
ORD200080,2023-06-27,C29041,Phone,3.0,589.56,Unknown,,Returned,TRK28840655,6,NO_COUPON,Facebook,1768.68
ORD200081,2023-06-08,C29314,Monitor,2.0,394.3,Unknown,,Shipped,TRK59876213,6,FREESHIP,Email,788.6
ORD200082,2024-01-05,C65799,Tablet,4.0,565.2,Unknown,,Shipped,TRK66906607,9,SAVE10,Google,2260.8
ORD200083,2023-08-22,C15681,Laptop,4.0,540.41,Unknown,,Cancelled,TRK75112172,6,NO_COUPON,Referral,2161.64
ORD200084,2023-08-28,C64160,Monitor,2.0,165.49,Unknown,,Shipped,TRK34121529,4,WINTER15,Instagram,330.98
ORD200085,2024-09-09,C14553,Tablet,3.0,146.73,Unknown,,Delivered,TRK93538334,8,FREESHIP,Email,440.19
ORD200086,2024-06-19,C88205,Printer,5.0,643.03,Unknown,,Cancelled,TRK93504166,5,FREESHIP,Referral,3215.15
ORD200087,2024-10-10,C91245,Tablet,3.0,225.11,Unknown,,Shipped,TRK46976391,4,SAVE10,Facebook,675.33
ORD200088,2025-06-05,C75439,Desk,3.0,114.81,Unknown,,Cancelled,TRK19831653,7,NO_COUPON,Google,344.43
ORD200089,2025-02-25,C17181,Printer,5.0,455.33,Unknown,,Cancelled,TRK78912978,8,FREESHIP,Google,2276.65
ORD200090,2023-09-18,C36540,Chair,4.0,182.08,Unknown,,Delivered,TRK35828122,4,SAVE10,Email,728.32
ORD200091,2023-03-15,C98216,Laptop,5.0,492.75,Unknown,,Shipped,TRK40986666,6,WINTER15,Referral,2463.75
ORD200092,2024-06-10,C29568,Printer,4.0,48.61,Unknown,,Shipped,TRK46531075,7,FREESHIP,Facebook,194.44
ORD200093,2023-01-14,C97262,Desk,4.0,431.01,Unknown,,Returned,TRK65990229,7,NO_COUPON,Referral,1724.04
ORD200094,2023-02-11,C79821,Chair,1.0,531.18,Unknown,,Returned,TRK12780193,6,WINTER15,Instagram,531.18
ORD200095,2023-03-24,C76761,Printer,4.0,117.51,Unknown,,Returned,TRK60179774,7,NO_COUPON,Referral,470.04
ORD200096,2024-06-01,C93007,Phone,2.0,232.83,Unknown,,Delivered,TRK85696091,7,NO_COUPON,Instagram,465.66
ORD200097,2025-01-21,C15624,Tablet,5.0,619.52,Unknown,,Pending,TRK40621141,9,NO_COUPON,Email,3097.6
ORD200098,2023-01-14,C70921,Printer,2.0,228.54,Unknown,,Pending,TRK54983109,3,NO_COUPON,Email,457.08
ORD200099,2025-04-12,C30477,Printer,1.0,201.58,Unknown,,Cancelled,TRK51829648,2,WINTER15,Email,201.58
ORD200100,2023-02-17,C74866,Phone,3.0,664.79,Unknown,,Delivered,TRK53783265,6,NO_COUPON,Facebook,1994.37
ORD200101,2023-11-25,C15283,Printer,1.0,381.02,Unknown,,Shipped,TRK19286291,6,NO_COUPON,Google,381.02
ORD200102,2023-03-08,C18037,Laptop,2.0,70.34,Unknown,,Cancelled,TRK47362236,3,FREESHIP,Email,140.68
ORD200103,2025-01-25,C62656,Phone,4.0,218.43,Unknown,,Cancelled,TRK86296459,9,SAVE10,Email,873.72
ORD200104,2024-07-30,C65744,Phone,1.0,582.04,Unknown,,Delivered,TRK39906058,1,FREESHIP,Email,582.04
ORD200105,2024-10-24,C72290,Printer,3.0,185.4,Unknown,,Cancelled,TRK68792129,7,NO_COUPON,Facebook,556.2
ORD200106,2023-09-08,C73514,Desk,3.0,465.05,Unknown,,Cancelled,TRK96777924,3,SAVE10,Email,1395.15
ORD200107,2023-03-27,C16775,Printer,5.0,670.75,Unknown,,Shipped,TRK34392124,8,FREESHIP,Instagram,3353.75
ORD200108,2024-12-28,C33099,Laptop,5.0,48.38,Unknown,,Delivered,TRK28522330,9,WINTER15,Email,241.9
ORD200109,2023-09-17,C51157,Desk,3.0,592.87,Unknown,,Shipped,TRK18674578,3,FREESHIP,Referral,1778.61
ORD200110,2024-04-21,C74562,Tablet,1.0,220.77,Unknown,,Pending,TRK32062079,5,FREESHIP,Instagram,220.77
ORD200111,2025-05-07,C95271,Desk,3.0,309.22,Unknown,,Cancelled,TRK74904969,7,FREESHIP,Google,927.66
ORD200112,2023-01-01,C81366,Monitor,1.0,410.6,Unknown,,Cancelled,TRK17062206,2,WINTER15,Referral,410.6
ORD200113,2024-01-17,C65905,Laptop,5.0,190.08,Unknown,,Shipped,TRK73954365,9,FREESHIP,Instagram,950.4
ORD200114,2025-01-27,C77272,Monitor,5.0,498.48,Unknown,,Pending,TRK29708128,8,SAVE10,Google,2492.4
ORD200115,2023-11-27,C32580,Phone,5.0,374.99,Unknown,,Shipped,TRK23670394,9,SAVE10,Facebook,1874.95
ORD200116,2023-03-19,C47761,Printer,4.0,291.35,Unknown,,Cancelled,TRK66669207,6,WINTER15,Facebook,1165.4
ORD200117,2023-03-08,C49187,Tablet,1.0,535.5,Unknown,,Cancelled,TRK81888598,5,WINTER15,Referral,535.5
ORD200118,2023-10-09,C27898,Printer,5.0,502.71,Unknown,,Shipped,TRK61957665,7,FREESHIP,Google,2513.55
ORD200119,2025-06-11,C14683,Desk,2.0,534.67,Unknown,,Shipped,TRK47373682,7,FREESHIP,Referral,1069.34
ORD200120,2023-04-11,C58108,Tablet,4.0,629.34,Unknown,,Cancelled,TRK66218053,4,WINTER15,Instagram,2517.36
ORD200121,2023-11-30,C89822,Desk,1.0,410.78,Unknown,,Cancelled,TRK24138598,1,FREESHIP,Instagram,410.78
ORD200122,2024-04-15,C96787,Laptop,2.0,533.02,Unknown,,Shipped,TRK30422853,2,NO_COUPON,Facebook,1066.04
ORD200123,2023-07-06,C86064,Desk,3.0,278.04,Unknown,,Delivered,TRK62182901,5,NO_COUPON,Instagram,834.12
ORD200124,2024-07-28,C97148,Printer,4.0,283.79,Unknown,,Pending,TRK85321126,8,NO_COUPON,Google,1135.16
ORD200125,2024-11-06,C91099,Phone,2.0,512.65,Unknown,,Shipped,TRK81846174,5,SAVE10,Email,1025.3
ORD200126,2025-05-03,C55606,Desk,4.0,275.5,Unknown,,Shipped,TRK68250319,8,FREESHIP,Google,
ORD200127,2023-08-10,C71486,Desk,3.0,469.32,Unknown,,Shipped,TRK73929833,3,NO_COUPON,Google,1407.96
ORD200128,2023-02-17,C86408,Tablet,4.0,21.07,Unknown,,Delivered,TRK41432648,4,FREESHIP,Google,84.28
ORD200129,2023-10-27,C52751,Laptop,4.0,263.93,Unknown,,Shipped,TRK72481234,4,FREESHIP,Facebook,1055.72
ORD200130,2025-01-22,C29059,Desk,3.0,501.3,Unknown,,Cancelled,TRK88360704,3,WINTER15,Facebook,1503.9
ORD200131,2023-01-08,C72862,Tablet,1.0,84.8,Unknown,,Pending,TRK51648833,5,NO_COUPON,Instagram,84.8
ORD200132,2023-03-28,C96257,Tablet,4.0,450.75,Unknown,,Shipped,TRK13137948,6,WINTER15,Email,
ORD200133,2025-06-20,C87432,Chair,4.0,302.05,Unknown,,Cancelled,TRK68969625,6,SAVE10,Google,1208.2
ORD200134,2025-06-23,C16253,Laptop,2.0,199.7,Unknown,,Pending,TRK17354894,4,NO_COUPON,Email,399.4
ORD200135,2023-08-04,C79909,Printer,2.0,68.81,Unknown,,Shipped,TRK86742257,5,SAVE10,Referral,137.62
ORD200136,2024-04-27,C73370,Laptop,1.0,44.35,Unknown,,Cancelled,TRK67820278,1,SAVE10,Instagram,44.35
ORD200137,2024-11-26,C50682,Monitor,2.0,250.98,Unknown,,Delivered,TRK12242337,5,NO_COUPON,Google,501.96
ORD200138,2023-12-21,C21905,Tablet,1.0,298.06,Unknown,,Pending,TRK31863841,3,WINTER15,Google,298.06
ORD200139,2023-04-10,C61440,Phone,1.0,583.9,Unknown,,Returned,TRK33114521,1,NO_COUPON,Email,583.9
ORD200140,2025-05-31,C33110,Chair,3.0,528.14,Unknown,,Delivered,TRK38624225,3,FREESHIP,Email,1584.42
ORD200141,2023-11-18,C80004,Printer,3.0,684.14,Unknown,,Cancelled,TRK66230753,3,WINTER15,Instagram,2052.42
ORD200142,2023-09-06,C86374,Desk,5.0,272.77,Unknown,,Pending,TRK79451491,7,WINTER15,Email,1363.85
ORD200143,2024-06-13,C66521,Chair,4.0,400.07,Unknown,,Shipped,TRK34654244,5,NO_COUPON,Referral,1600.28
ORD200144,2023-08-04,C63365,Desk,5.0,219.78,Unknown,,Pending,TRK80100887,8,NO_COUPON,Facebook,1098.9
ORD200145,2024-03-02,C85929,Printer,3.0,146.91,Unknown,,Delivered,TRK29318610,6,FREESHIP,Google,440.73
ORD200146,2025-04-30,C84645,Tablet,2.0,411.49,Unknown,,Returned,TRK68893369,4,NO_COUPON,Instagram,822.98
ORD200147,2025-05-06,C46316,Laptop,2.0,465.18,Unknown,,Cancelled,TRK16196000,2,SAVE10,Google,930.36
ORD200148,2024-12-15,C35100,Phone,2.0,319.91,Unknown,,Cancelled,TRK56853491,3,WINTER15,Google,639.82
ORD200149,2023-12-27,C39671,Laptop,1.0,217.56,Unknown,,Delivered,TRK47153818,3,NO_COUPON,Facebook,217.56
ORD200150,2023-12-13,C25503,Phone,2.0,105.57,Unknown,,Returned,TRK29878837,5,WINTER15,Google,211.14
ORD200151,2023-12-01,C32960,Printer,5.0,444.76,Unknown,,Returned,TRK91226500,7,NO_COUPON,Email,2223.8
ORD200152,2025-01-02,C77736,Chair,2.0,399.04,Unknown,,Cancelled,TRK90329250,3,FREESHIP,Referral,798.08
ORD200153,2024-12-18,C71570,Chair,4.0,534.48,Unknown,,Returned,TRK95992269,9,WINTER15,Instagram,2137.92
ORD200154,2023-07-20,C73587,Phone,4.0,408.21,Unknown,,Pending,TRK13955543,9,NO_COUPON,Instagram,1632.84
ORD200155,2023-02-27,C62740,Phone,1.0,424.4,Unknown,,Shipped,TRK20706408,6,WINTER15,Referral,424.4
ORD200156,2024-11-08,C58808,Chair,2.0,269.83,Unknown,,Delivered,TRK24451893,4,SAVE10,Email,539.66
ORD200157,2025-02-21,C50422,Monitor,2.0,564.58,Unknown,,Returned,TRK71227815,4,WINTER15,Facebook,1129.16
ORD200158,2024-05-16,C23334,Tablet,1.0,331.06,Unknown,,Pending,TRK46335144,5,WINTER15,Instagram,331.06
ORD200159,2023-10-31,C48965,Printer,1.0,299.35,Unknown,,Cancelled,TRK50921780,5,WINTER15,Email,299.35
ORD200160,2023-02-17,C38669,Monitor,4.0,101.32,Unknown,,Pending,TRK81738254,7,NO_COUPON,Referral,405.28
ORD200161,2024-03-29,C35091,Monitor,1.0,211.14,Unknown,,Cancelled,TRK53784452,1,SAVE10,Facebook,211.14
ORD200162,2023-07-27,C82313,Chair,3.0,65.86,Unknown,,Pending,TRK79854624,8,WINTER15,Google,197.58
ORD200163,2025-06-24,C99589,Tablet,1.0,641.39,Unknown,,Cancelled,TRK16695001,1,NO_COUPON,Referral,641.39
ORD200164,2023-12-28,C70566,Desk,5.0,536.58,Unknown,,Pending,TRK49673411,5,SAVE10,Google,2682.9
ORD200165,2024-09-14,C60355,Monitor,2.0,500.29,Unknown,,Returned,TRK30155194,7,WINTER15,Google,1000.58
ORD200166,2025-03-04,C28889,Chair,3.0,86.29,Unknown,,Delivered,TRK23791726,6,WINTER15,Instagram,258.87
ORD200167,2023-05-27,C88304,Chair,2.0,384.14,Unknown,,Returned,TRK44268941,2,WINTER15,Email,768.28
ORD200168,2025-01-04,C49517,Printer,1.0,594.96,Unknown,,Returned,TRK78551375,6,NO_COUPON,Facebook,594.96
ORD200169,2024-04-07,C35785,Printer,1.0,427.82,Unknown,,Delivered,TRK78923089,2,WINTER15,Email,427.82
ORD200170,2025-04-04,C80223,Desk,4.0,662.94,Unknown,,Cancelled,TRK68632951,8,SAVE10,Instagram,2651.76
ORD200171,2023-08-15,C20448,Tablet,2.0,148.22,Unknown,,Delivered,TRK67379895,7,WINTER15,Instagram,296.44
ORD200172,2025-04-06,C34134,Printer,1.0,254.12,Unknown,,Delivered,TRK43074303,1,WINTER15,Email,254.12
ORD200173,2024-03-24,C95901,Phone,3.0,664.46,Unknown,,Delivered,TRK56989066,4,FREESHIP,Google,1993.38
ORD200174,2024-04-16,C51145,Printer,4.0,600.81,Unknown,,Delivered,TRK59154274,9,SAVE10,Email,2403.24
ORD200175,2025-02-08,C78170,Chair,5.0,68.34,Unknown,,Pending,TRK71410605,6,WINTER15,Referral,341.7
ORD200176,2025-06-28,C80151,Tablet,4.0,430.83,Unknown,,Pending,TRK88251529,8,WINTER15,Referral,1723.32
ORD200177,2023-08-05,C55632,Chair,5.0,431.69,Unknown,,Pending,TRK13003066,10,NO_COUPON,Facebook,2158.45
ORD200178,2024-04-11,C53070,Chair,4.0,512.06,Unknown,,Delivered,TRK49791755,5,SAVE10,Google,2048.24
ORD200179,2024-11-24,C27401,Laptop,3.0,539.91,Unknown,,Delivered,TRK14332053,8,NO_COUPON,Email,1619.73
ORD200180,2023-03-18,C87216,Tablet,5.0,316.07,Unknown,,Returned,TRK18713727,10,NO_COUPON,Google,1580.35
ORD200181,2024-08-31,C38966,Printer,5.0,404.39,Unknown,,Shipped,TRK17205146,10,NO_COUPON,Referral,2021.95
ORD200182,2025-03-19,C16612,Desk,1.0,600.54,Unknown,,Pending,TRK96188223,4,WINTER15,Google,600.54
ORD200183,2024-04-18,C39246,Monitor,5.0,186.28,Unknown,,Delivered,TRK16658182,8,SAVE10,Email,931.4
ORD200184,2024-04-04,C65180,Tablet,4.0,214.54,Unknown,,Cancelled,TRK39255469,7,NO_COUPON,Referral,858.16
ORD200185,2025-02-02,C46877,Laptop,1.0,210.7,Unknown,,Shipped,TRK96935978,2,WINTER15,Referral,210.7
ORD200186,2023-12-07,C30334,Phone,2.0,133.55,Unknown,,Pending,TRK66388885,7,FREESHIP,Facebook,267.1
ORD200187,2023-02-08,C21227,Chair,1.0,590.87,Unknown,,Returned,TRK79129657,6,FREESHIP,Referral,590.87
ORD200188,2025-03-15,C97715,Chair,2.0,363.91,Unknown,,Shipped,TRK19515949,2,FREESHIP,Referral,727.82
ORD200189,2023-07-05,C48939,Printer,5.0,429.45,Unknown,,Cancelled,TRK62786764,5,WINTER15,Email,2147.25
ORD200190,2024-08-31,C35483,Printer,3.0,223.7,Unknown,,Returned,TRK79638203,3,SAVE10,Email,671.1
ORD200191,2025-03-08,C51494,Laptop,2.0,488.87,Unknown,,Cancelled,TRK58520306,4,FREESHIP,Google,977.74
ORD200192,2023-08-11,C58410,Desk,1.0,645.46,Unknown,,Cancelled,TRK19749672,5,SAVE10,Google,645.46
ORD200193,2023-07-21,C11644,Printer,1.0,46.66,Unknown,,Cancelled,TRK81320339,6,NO_COUPON,Google,46.66
ORD200194,2024-06-08,C53501,Monitor,1.0,249.57,Unknown,,Shipped,TRK90144892,3,FREESHIP,Google,249.57
ORD200195,2024-04-22,C63619,Chair,3.0,619.21,Unknown,,Cancelled,TRK65385674,6,NO_COUPON,Email,1857.63
ORD200196,2025-01-24,C40882,Desk,4.0,217.13,Unknown,,Delivered,TRK64165503,8,WINTER15,Email,868.52
ORD200197,2023-08-27,C80135,Laptop,5.0,221.51,Unknown,,Returned,TRK95222269,5,WINTER15,Referral,1107.55
ORD200198,2024-06-11,C37594,Laptop,4.0,340.3,Unknown,,Cancelled,TRK94405162,8,SAVE10,Referral,1361.2
ORD200199,2025-01-23,C87524,Phone,,,Unknown,,Returned,TRK21114341,5,WINTER15,Google,
ORD200200,2025-06-07,C97681,Tablet,5.0,433.26,Unknown,,Delivered,TRK37531040,9,SAVE10,Google,2166.3
ORD200201,2023-06-18,C10126,Monitor,2.0,674.9,Unknown,,Shipped,TRK75607531,4,SAVE10,Facebook,1349.8
ORD200202,2025-02-06,C36938,Monitor,3.0,253.98,Unknown,,Cancelled,TRK52522904,3,FREESHIP,Email,761.94
ORD200203,2025-01-21,C99173,Printer,3.0,356.84,Unknown,,Shipped,TRK89849342,5,SAVE10,Instagram,1070.52
ORD200204,2023-09-05,C99775,Laptop,4.0,413.71,Unknown,,Cancelled,TRK21638425,9,FREESHIP,Facebook,1654.84
ORD200205,2023-03-04,C19266,Desk,3.0,147.39,Unknown,,Returned,TRK58357269,3,NO_COUPON,Email,442.17
ORD200206,2024-04-16,C31072,Laptop,4.0,229.1,Unknown,,Returned,TRK77172975,8,WINTER15,Email,916.4
ORD200207,2025-03-18,C54595,Phone,1.0,121.96,Unknown,,Delivered,TRK44416659,3,NO_COUPON,Google,121.96
ORD200208,2024-10-08,C87777,Desk,2.0,408.32,Unknown,,Shipped,TRK29003608,3,FREESHIP,Facebook,816.64
ORD200209,2023-08-29,C35854,Tablet,5.0,187.97,Unknown,,Returned,TRK30615168,9,SAVE10,Google,939.85
ORD200210,2024-12-05,C93821,Chair,3.0,358.48,Unknown,,Delivered,TRK10658539,7,FREESHIP,Facebook,1075.44
ORD200211,2025-01-03,C54390,Printer,3.0,193.58,Unknown,,Pending,TRK83853742,7,FREESHIP,Email,580.74
ORD200212,2023-06-20,C53215,Monitor,1.0,265.38,Unknown,,Cancelled,TRK34751835,6,WINTER15,Email,265.38
ORD200213,2023-04-20,C71122,Laptop,1.0,634.4,Unknown,,Cancelled,TRK54757882,6,SAVE10,Email,634.4
ORD200214,2024-08-21,C29483,Desk,4.0,305.72,Unknown,,Delivered,TRK89423603,5,NO_COUPON,Facebook,1222.88
