OrderID	Date	CustomerID	Quantity	UnitPrice	ShippingAddress	PaymentMethod	TrackingNumber	ItemsInCart	CouponCode	TotalPrice	RevenuePerUnit	CartUtilizationRate	IsHighValueOrder	OrderMonth	OrderYear	OrderDayOfWeek	HasCoupon	IsSuccessful	Product_Desk	Product_Laptop	Product_Monitor	Product_Phone	Product_Printer	Product_Tablet	ReferralSource_Facebook	ReferralSource_Google	ReferralSource_Instagram	ReferralSource_Referral	OrderStatus_Delivered	OrderStatus_Pending	OrderStatus_Returned	OrderStatus_Shipped
ORD200055	6/24/2025	C95984	3	344.4	Unknown	N/A	TRK67434829	3	NO_COUPON	1033.2	344.4	1	1	6	2025	1	0	0	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ORD200056	5/21/2023	C54298	3	479.21	Unknown	N/A	TRK62902341	5	WINTER15	1437.63	479.21	0.6	1	5	2023	6	1	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ORD200057	1/22/2023	C88036	5	314.27	Unknown	N/A	TRK52470128	6	SAVE10	1571.35	314.27	0.8333	1	1	2023	6	1	0	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
ORD200058	1/15/2023	C60190	4	474.69	Unknown	N/A	TRK70857868	6	SAVE10	1898.76	474.69	0.6667	1	1	2023	6	1	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ORD200059	9/11/2024	C97603	4	593.27	Unknown	N/A	TRK47055028	5	NO_COUPON	2373.08	593.27	0.8	1	9	2024	2	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
ORD200060	8/21/2024	C39256	1	417.1	Unknown	N/A	TRK23412025	3	FREESHIP	417.1	417.1	0.3333	0	8	2024	2	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
ORD200061	3/24/2024	C61618	4	122.2	Unknown	N/A	TRK43458485	7	FREESHIP	488.8	122.2	0.5714	0	3	2024	6	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
ORD200062	8/22/2023	C36497	2	43.15	Unknown	N/A	TRK12102911	3	WINTER15	86.3	43.15	0.6667	0	8	2023	1	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ORD200063	2/2/2025	C96695	1	564.86	Unknown	N/A	TRK64283851	6	WINTER15	564.86	564.86	0.1667	0	2	2025	6	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
ORD200064	6/25/2025	C49720	3	130.61	Unknown	N/A	TRK55785217	4	FREESHIP	391.83	130.61	0.75	0	6	2025	2	1	0	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ORD200065	12/30/2023	C97735	5	81.7	Unknown	N/A	TRK13743703	6	NO_COUPON	408.5	81.7	0.8333	0	12	2023	5	0	1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
ORD200066	11/15/2024	C18104	5	127.18	Unknown	N/A	TRK15488568	9	SAVE10	635.9	127.18	0.5556	0	11	2024	4	1	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ORD200067	12/9/2024	C25587	4	12.1	Unknown	N/A	TRK55105323	8	NO_COUPON	48.4	12.1	0.5	0	12	2024	0	0	0	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ORD200068	12/11/2023	C41598	3	490.92	Unknown	N/A	TRK81665940	5	FREESHIP	1472.76	490.92	0.6	1	12	2023	0	1	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ORD200069	5/11/2023	C43338	3	478.65	Unknown	N/A	TRK35241775	4	NO_COUPON	1435.95	478.65	0.75	1	5	2023	3	0	1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
ORD200070	5/26/2023	C25123	1	629.21	Unknown	N/A	TRK27812282	2	FREESHIP	629.21	629.21	0.5	0	5	2023	4	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
ORD200071	6/10/2025	C37454	3	434.45	Unknown	N/A	TRK28252730	4	NO_COUPON	1303.35	434.45	0.75	1	6	2025	1	0	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
ORD200072	12/22/2024	C19451	4	589.44	Unknown	N/A	TRK87787793	5	NO_COUPON	2357.76	589.44	0.8	1	12	2024	6	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ORD200073	5/3/2023	C17269	4	433.45	Unknown	N/A	TRK79608389	4	NO_COUPON	1733.8	433.45	1	1	5	2023	2	0	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ORD200074	6/24/2023	C25382	5	90.87	Unknown	N/A	TRK64691287	5	NO_COUPON	454.35	90.87	1	0	6	2023	5	0	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
ORD200075	9/26/2023	C80651	3	398.17	Unknown	N/A	TRK14846720	5	SAVE10	1194.51	398.17	0.6	1	9	2023	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
ORD200076	3/31/2024	C58638	4	382.88	Unknown	N/A	TRK38224871	6	WINTER15	1531.52	382.88	0.6667	1	3	2024	6	1	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ORD200077	5/24/2024	C50121	1	583.18	Unknown	N/A	TRK79810059	5	NO_COUPON	583.18	583.18	0.2	0	5	2024	4	0	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ORD200078	8/6/2024	C32029	4	175.36	Unknown	N/A	TRK68535532	4	FREESHIP	701.44	175.36	1	0	8	2024	1	1	1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
ORD200079	3/10/2025	C76700	2	311.91	Unknown	N/A	TRK13036341	2	NO_COUPON	623.82	311.91	1	0	3	2025	0	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
ORD200080	6/27/2023	C29041	3	589.56	Unknown	N/A	TRK28840655	6	NO_COUPON	1768.68	589.56	0.5	1	6	2023	1	0	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ORD200081	6/8/2023	C29314	2	394.3	Unknown	N/A	TRK59876213	6	FREESHIP	788.6	394.3	0.3333	0	6	2023	3	1	1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
ORD200082	1/5/2024	C65799	4	565.2	Unknown	N/A	TRK66906607	9	SAVE10	2260.8	565.2	0.4444	1	1	2024	4	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
ORD200083	8/22/2023	C15681	4	540.41	Unknown	N/A	TRK75112172	6	NO_COUPON	2161.64	540.41	0.6667	1	8	2023	1	0	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ORD200084	8/28/2023	C64160	2	165.49	Unknown	N/A	TRK34121529	4	WINTER15	330.98	165.49	0.5	0	8	2023	0	1	1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ORD200085	9/9/2024	C14553	3	146.73	Unknown	N/A	TRK93538334	8	FREESHIP	440.19	146.73	0.375	0	9	2024	0	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
ORD200086	6/19/2024	C88205	5	643.03	Unknown	N/A	TRK93504166	5	FREESHIP	3215.15	643.03	1	1	6	2024	2	1	0	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ORD200087	10/10/2024	C91245	3	225.11	Unknown	N/A	TRK46976391	4	SAVE10	675.33	225.11	0.75	0	10	2024	3	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
ORD200088	6/5/2025	C75439	3	114.81	Unknown	N/A	TRK19831653	7	NO_COUPON	344.43	114.81	0.4286	0	6	2025	3	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ORD200089	2/25/2025	C17181	5	455.33	Unknown	N/A	TRK78912978	8	FREESHIP	2276.65	455.33	0.625	1	2	2025	1	1	0	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ORD200090	9/18/2023	C36540	4	182.08	Unknown	N/A	TRK35828122	4	SAVE10	728.32	182.08	1	0	9	2023	0	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
ORD200091	3/15/2023	C98216	5	492.75	Unknown	N/A	TRK40986666	6	WINTER15	2463.75	492.75	0.8333	1	3	2023	2	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
ORD200092	6/10/2024	C29568	4	48.61	Unknown	N/A	TRK46531075	7	FREESHIP	194.44	48.61	0.5714	0	6	2024	0	1	1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
ORD200093	1/14/2023	C97262	4	431.01	Unknown	N/A	TRK65990229	7	NO_COUPON	1724.04	431.01	0.5714	1	1	2023	5	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
ORD200094	2/11/2023	C79821	1	531.18	Unknown	N/A	TRK12780193	6	WINTER15	531.18	531.18	0.1667	0	2	2023	5	1	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
ORD200095	3/24/2023	C76761	4	117.51	Unknown	N/A	TRK60179774	7	NO_COUPON	470.04	117.51	0.5714	0	3	2023	4	0	0	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
